CustomerId,Surname,CreditScore,Geography,Gender,Age,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,baseDate,accountOpeningDate
15658032,Hopkins,701,France,Male,39,0,2,1,1,82526.92,0,2/1/2026,7/31/2023
15783305,Franklin,593,France,Female,46,98752.51,1,1,0,145560.38,0,2/1/2026,1/29/2019
15814536,Conti,549,France,Male,37,112541.54,2,0,0,47432.43,0,2/1/2026,6/18/2023
15693203,Powell,710,Spain,Female,75,0,2,1,1,9376.89,0,2/1/2026,3/30/2020
15668747,Virgo,702,France,Female,46,98444.19,1,0,1,109563.28,0,2/1/2026,8/30/2016
15655007,Li,758,France,Female,33,0,2,0,0,82996.47,0,2/1/2026,7/16/2018
15663706,Leonard,777,France,Female,32,0,1,1,0,136458.19,1,2/1/2026,9/23/2023
15617197,Chien,524,France,Male,50,0,2,1,1,31840.59,1,2/1/2026,3/28/2021
15624623,Hs?,516,France,Male,35,104088.59,2,0,0,119666,0,2/1/2026,8/8/2015
15660211,Shih,629,,Male,35,156847.29,2,1,0,31824.29,0,2/1/2026,7/23/2018
15688251,Mamelu,767,France,Male,43,76408.85,2,1,0,77837.63,0,2/1/2026,12/13/2024
15640454,Parkhill,693,Germany,Male,40,120711.73,1,0,0,27345.18,1,2/1/2026,1/12/2026
15738605,Fischer,634,Germany,Female,46,123642.36,1,1,1,49725.16,1,2/1/2026,9/18/2020
15648005,Russell,672,Spain,Male,33,0,2,1,1,182738,0,2/1/2026,12/28/2023
15625522,Walker,700,Spain,Male,31,0,2,0,1,145151.96,0,2/1/2026,7/20/2018
15648702,Yuriev,775,Germany,Male,70,119684.88,2,1,1,74532.02,0,2/1/2026,1/3/2020
15641629,P'eng,537,Spain,Female,38,0,2,0,1,41233.97,0,2/1/2026,3/4/2024
15693233,De Neeve,666,Germany,Male,38,99812.88,2,1,1,158357.97,0,2/1/2026,1/26/2020
15592461,Jackson,603,Germany,Male,26,109166.37,1,1,1,92840.67,0,2/1/2026,10/4/2021
15793842,Krichauff,700,France,Female,34,76322.69,1,1,0,128136.29,0,2/1/2026,7/14/2023
15621075,Ogbonnaya,778,Germany,Female,45,162150.42,2,1,0,174531.27,0,2/1/2026,12/18/2024
15692583,Udobata,678,France,Female,32,0,2,1,0,90284.47,0,2/1/2026,5/9/2020
15794396,Newbold,494,Germany,Female,38,174937.64,1,1,0,40084.32,0,2/1/2026,2/5/2018
15719302,Brennan,765,France,Female,50,126547.8,1,1,1,79579.94,1,2/1/2026,12/6/2016
15586959,Unaipon,468,France,Female,42,0,2,1,0,125305.34,0,2/1/2026,9/12/2020
15764618,Tseng,815,Spain,Female,39,0,1,1,1,85167.88,0,2/1/2026,3/18/2019
15694188,Obidimkpa,700,Spain,Female,46,56580.95,2,0,1,45424.13,0,2/1/2026,9/21/2020
15616709,Bunton,587,Germany,Female,38,132122.42,2,0,0,31730.32,0,2/1/2026,12/26/2025
15590993,Findlay,579,Spain,Male,37,152212.88,2,0,0,120219.14,0,2/1/2026,6/22/2020
15607133,Shih,717,Spain,Female,49,110864.38,2,1,1,124532.9,1,2/1/2026,6/11/2024
15812197,Kline,850,France,Male,38,80293.98,1,0,0,126555.74,0,2/1/2026,6/24/2018
15789158,Nikitina,636,Germany,Male,49,113599.74,2,1,0,158887.09,1,2/1/2026,10/10/2019
15720910,Black,560,France,Female,66,0,1,1,1,15928.49,0,2/1/2026,8/24/2016
15628112,Hughes,771,,Female,36,77846.9,1,0,0,99805.99,0,2/1/2026,11/18/2020
15665834,Cheatham,696,Spain,Male,28,0,1,0,0,176713.47,0,2/1/2026,12/18/2017
15708608,Wallwork,799,France,Female,22,174185.98,2,0,1,192633.85,0,2/1/2026,4/17/2017
15694395,Ts'ui,620,France,Female,29,138740.24,2,0,0,154700.61,0,2/1/2026,3/11/2024
15631838,Findlay,606,France,Male,61,108166.09,2,0,1,8643.21,0,2/1/2026,11/2/2020
15744529,Chiekwugo,510,France,Male,63,0,2,1,1,115291.86,0,2/1/2026,1/19/2018
15698442,Eberechukwu,719,Spain,Male,35,122964.88,1,1,1,138231.7,0,2/1/2026,12/2/2022
15762277,Jamieson,710,France,Male,47,158623.14,1,0,0,83499.89,1,2/1/2026,2/24/2020
15730738,Chiang,786,Spain,Male,31,0,2,1,1,18210.36,0,2/1/2026,7/3/2016
15612087,Dike,671,France,Male,45,106376.85,1,0,1,158264.62,0,2/1/2026,7/13/2023
15606507,Pisani,555,France,Male,24,0,2,1,0,27513.47,0,2/1/2026,11/2/2020
15801062,Matthews,557,Spain,Female,40,0,2,0,1,105433.53,0,2/1/2026,9/12/2021
15755178,Ramos,660,France,Male,50,0,3,1,1,191849.15,1,2/1/2026,12/14/2024
15666916,Lira,639,France,Male,43,99610.92,2,1,0,187296.78,0,2/1/2026,11/1/2019
15636428,Sutherland,703,Spain,Female,45,0,1,1,0,182784.11,1,2/1/2026,10/25/2024
15726791,Nuttall,637,Spain,Female,45,157929.45,1,1,1,145134.49,1,2/1/2026,6/18/2023
15576126,Young,649,France,Female,41,125785.23,1,1,1,70523.92,0,2/1/2026,2/10/2023
15587451,Goold,778,Germany,Male,41,139706.31,1,1,0,63337.19,0,2/1/2026,3/2/2018
15569571,Davydova,584,Germany,Female,46,87361.02,2,1,0,120376.87,1,2/1/2026,8/25/2019
15742820,Trevisano,535,France,Female,45,0,2,0,1,170621.55,0,2/1/2026,1/16/2024
15582325,Jennings,524,France,Male,52,87894.26,1,1,0,173899.42,1,2/1/2026,11/11/2023
15722548,Fisher,540,France,Male,48,148116.48,1,0,0,116973.48,0,2/1/2026,12/24/2025
15672945,Parkes,661,France,Female,37,136425.18,1,1,0,81102.81,0,2/1/2026,7/19/2020
15613844,Murphy,557,France,Female,28,146445.24,2,1,0,184317.74,0,2/1/2026,8/26/2018
15632210,Hill,657,Germany,Male,25,171770.55,1,1,0,22745.5,0,2/1/2026,12/15/2023
15703143,Tuan,820,France,Female,29,82344.84,1,0,1,115985.38,0,2/1/2026,1/9/2023
15785899,Ch'en,789,Germany,Male,33,151607.56,1,1,0,4389.4,0,2/1/2026,1/17/2018
15683562,Allen,646,France,Male,35,84026.86,1,0,1,164255.69,0,2/1/2026,6/7/2019
15605965,Henderson,630,France,Male,43,0,2,1,1,,0,2/1/2026,9/25/2016
15589030,Ts'ai,649,France,Male,47,0,2,1,1,145593.85,0,2/1/2026,7/29/2024
15755242,Rowe,682,France,Female,46,0,1,1,1,114442.66,0,2/1/2026,12/31/2023
15594898,Hewitt,731,France,Male,43,0,1,1,1,170034.95,1,2/1/2026,9/17/2023
15656300,Lucciano,411,France,Male,29,59697.17,2,1,1,53483.21,0,2/1/2026,7/8/2025
15609510,Gregory,669,France,Male,45,149364.58,1,0,1,173454.07,0,2/1/2026,6/19/2018
15634602,Hargrave,619,France,Female,42,0,1,1,1,101348.88,1,2/1/2026,8/11/2023
15577064,Onyekaozulu,592,Germany,Male,36,104702.65,2,1,0,107948.72,0,2/1/2026,8/27/2023
15570769,Kibble,494,France,Male,69,93320.8,1,1,1,24489.44,0,2/1/2026,1/5/2017
15634896,Grant,521,France,Female,39,0,2,0,1,27375.15,0,2/1/2026,8/10/2019
15745324,Milani,599,Spain,Female,39,0,1,1,0,194273.2,1,2/1/2026,7/21/2021
15623927,Alexander,576,France,Male,55,0,2,1,1,94450.97,0,2/1/2026,5/18/2016
15789546,Ojiofor,639,Spain,Male,28,0,2,1,0,126561.07,0,2/1/2026,3/20/2017
15611105,Castella,799,Spain,Male,35,0,2,0,1,140780.8,0,2/1/2026,11/11/2018
15692317,Craig,722,France,Male,30,0,2,1,0,166376.54,0,2/1/2026,10/10/2020
15797219,Ifesinachi,635,France,Female,40,123497.58,1,1,0,131953.23,1,2/1/2026,10/2/2015
15791131,Chimaijem,551,Germany,Female,30,143340.44,1,1,0,145796.49,0,2/1/2026,11/28/2023
15697283,Mackenzie,578,Spain,Male,23,0,2,1,0,112124.98,0,2/1/2026,10/16/2017
15773469,Clark,687,Germany,Female,27,152328.88,2,0,0,126494.82,0,2/1/2026,4/23/2016
15708048,Burn,631,France,Female,34,124379.14,1,1,0,106892.91,0,2/1/2026,6/19/2021
15639314,Cartwright,589,France,Male,32,0,2,0,1,9468.64,0,2/1/2026,12/25/2023
15612494,Panicucci,359,France,Female,44,128747.69,1,1,0,146955.71,1,2/1/2026,2/1/2020
15758482,Montalvo,626,France,Female,32,0,2,0,0,187172.54,0,2/1/2026,9/9/2025
15667134,Cisneros,446,France,Male,32,0,2,0,0,133292.94,0,2/1/2026,1/29/2018
15774510,Tien,714,,Female,31,125169.26,1,1,1,106636.89,0,2/1/2026,11/11/2021
15607312,Ch'ang,648,Spain,Female,49,0,2,1,1,159835.78,1,2/1/2026,6/6/2015
15776780,He,608,France,Male,59,0,1,1,0,70649.64,1,2/1/2026,8/1/2024
15788659,Howells,695,France,Male,46,0,2,1,1,137537.22,0,2/1/2026,1/6/2022
15694506,Briggs,611,Germany,Male,31,107884.81,2,1,1,183487.98,0,2/1/2026,2/20/2025
15793881,Mitchell,721,France,Female,35,118273.83,1,0,1,3086.89,0,2/1/2026,2/10/2019
15677135,Lorenzo,520,Germany,Male,61,133802.29,2,1,1,,0,2/1/2026,2/19/2017
15665678,Tan,607,Spain,Male,36,158261.68,1,1,1,76744.72,0,2/1/2026,8/14/2017
15738181,Douglas,850,France,Male,31,67996.23,2,0,0,,1,2/1/2026,8/4/2019
15583595,Tao,461,France,Female,28,0,1,1,1,103349.74,0,2/1/2026,9/16/2017
15768455,Young,679,France,Male,60,0,2,1,1,51380.9,0,2/1/2026,2/1/2018
15756471,Giles,656,Germany,Male,27,118627.16,2,1,1,160835.3,0,2/1/2026,6/4/2021
15707144,Onyeorulu,571,Germany,Male,25,82506.72,2,1,0,167705.07,0,2/1/2026,2/21/2019
15782454,Hancock,552,France,Male,49,0,1,1,1,190296.76,1,2/1/2026,7/14/2021
15585241,Butcher,756,Spain,Male,29,117412.19,2,1,0,4888.91,0,2/1/2026,3/11/2023
15706593,Ellis,850,Spain,Female,50,0,2,1,1,33741.84,0,2/1/2026,5/17/2015
15769499,Lampungmeiua,545,Spain,Female,74,0,2,1,1,161326.73,0,2/1/2026,11/14/2022
15718369,Kaodilinakachukwu,795,Germany,Female,33,130862.43,1,1,1,114935.21,0,2/1/2026,8/12/2016
15646817,Chiekwugo,769,France,Male,51,156773.78,2,1,0,40257.79,0,2/1/2026,4/21/2016
15696061,Brownless,581,Germany,Female,34,101633.04,1,1,0,,0,2/1/2026,4/3/2024
15774931,She,452,France,Male,30,112935.87,1,1,1,99017.34,0,2/1/2026,4/27/2018
15809143,White,456,Germany,Male,32,133060.63,1,1,1,125167.92,0,2/1/2026,6/2/2016
15630321,Hu,680,France,Male,44,0,2,1,0,86935.08,0,2/1/2026,11/25/2022
15701602,Ayers,521,Germany,Male,52,116497.31,3,0,0,53793.1,1,2/1/2026,4/19/2020
15578515,Osinachi,659,France,Female,38,0,2,1,0,158553.1,0,2/1/2026,6/20/2022
15723008,Lo Duca,720,France,Female,45,102882.4,2,1,1,35633.15,1,2/1/2026,1/17/2025
15773503,Tsai,551,Spain,Male,32,0,2,1,0,53420.53,0,2/1/2026,10/22/2021
15702919,Collins,729,Germany,Male,30,63669.42,1,1,0,145111.37,0,2/1/2026,10/11/2019
15684198,McDonald,551,France,Female,38,0,2,1,1,216.27,0,2/1/2026,12/28/2015
15809178,Pan,569,Germany,Female,42,146100.75,1,1,0,,1,2/1/2026,4/10/2016
15601274,Hsieh,667,Spain,Female,40,146502.07,1,1,0,19162.89,0,2/1/2026,11/4/2024
15687658,Burgin,716,France,Female,52,65971.61,2,1,0,14608,1,2/1/2026,9/26/2018
15611905,Warlow-Davies,513,Spain,Female,31,174853.46,1,1,0,84238.63,0,2/1/2026,9/10/2020
15713853,Ifeajuna,732,Germany,Male,42,108748.08,2,1,1,65323.11,0,2/1/2026,5/10/2016
15635597,Echezonachukwu,644,France,Male,33,0,2,1,1,155294.17,0,2/1/2026,11/29/2017
15699772,Barclay,428,Germany,Female,40,129248.11,2,1,0,72876.43,1,2/1/2026,3/16/2022
15668058,Chinwendu,661,Germany,Male,35,124098.54,1,1,0,,0,2/1/2026,2/11/2017
15658339,Pugliesi,795,Germany,Male,37,139265.63,2,1,1,198745.94,0,2/1/2026,12/1/2023
15724620,Dodds,538,France,Male,37,134752.08,1,1,0,162511.55,0,2/1/2026,4/26/2024
15589076,Henry,737,France,Male,36,0,1,0,1,188670.9,1,2/1/2026,1/21/2017
15677538,Nwokike,569,France,Male,38,0,1,1,1,108469.2,0,2/1/2026,3/27/2018
15683503,Hudson,601,France,Female,43,0,3,0,1,110916.15,1,2/1/2026,5/21/2017
15797227,Otutodilinna,754,France,Male,28,0,2,1,1,52615.62,0,2/1/2026,6/20/2017
15743411,Chiawuotu,609,Spain,Male,61,0,1,1,0,22447.85,1,2/1/2026,5/24/2024
15595067,Zhirov,637,Spain,Female,40,0,2,1,1,181610.6,0,2/1/2026,6/24/2019
15604295,Wei,543,France,Male,36,0,2,1,0,176728.28,0,2/1/2026,4/3/2019
15603436,Savage,594,Spain,Female,49,126615.94,2,0,1,123214.74,0,2/1/2026,11/13/2023
15569590,Yoo,601,Germany,Male,42,98495.72,1,1,0,40014.76,1,2/1/2026,12/13/2024
15698510,Onwudiwe,468,Germany,Male,42,181627.14,2,1,0,172668.39,0,2/1/2026,1/12/2017
15772995,Ts'ao,529,France,Male,30,116295.29,1,1,0,75285.47,0,2/1/2026,3/17/2023
15574879,Wright,631,Germany,Female,37,121801.72,2,0,1,23146.62,0,2/1/2026,4/13/2023
15577657,McDonald,732,,Male,41,0,2,1,1,170886.17,0,2/1/2026,2/19/2017
15710295,Patrick,445,Germany,Female,38,119413.62,2,1,0,175756.36,0,2/1/2026,7/29/2019
15693259,Wallace,676,France,Male,30,128207.23,1,1,1,55400.17,0,2/1/2026,11/3/2024
15793949,Cheng,726,France,Female,48,0,1,1,0,114020.06,1,2/1/2026,2/26/2021
15623560,Onyekachukwu,668,France,Female,35,102482.76,1,1,1,53994.64,0,2/1/2026,7/31/2019
15664204,Meany,706,Spain,Male,29,0,2,1,1,18255.51,0,2/1/2026,10/22/2023
15726234,Trentini,708,Spain,Female,41,0,1,0,1,157003.99,0,2/1/2026,4/8/2020
15674398,Russo,642,France,Male,38,0,2,0,0,171463.83,0,2/1/2026,4/4/2022
15721917,Chuang,559,France,Female,38,95139.41,1,1,1,86575.46,0,2/1/2026,5/7/2017
15804771,Velazquez,614,France,Male,51,40685.92,1,1,1,46775.28,0,2/1/2026,3/23/2021
15694829,Chibueze,680,Germany,Male,32,175454,1,0,1,77349.92,0,2/1/2026,5/25/2018
15644724,Fan,472,France,Male,31,58662.92,2,0,1,73322,0,2/1/2026,5/26/2021
15685500,Glazkov,772,Germany,Male,26,152400.51,2,1,0,79414,0,2/1/2026,7/23/2018
15796334,Chukwualuka,558,Germany,Male,39,144757.02,1,1,0,22878.16,1,2/1/2026,7/10/2015
15738219,Nash,632,France,Female,36,0,2,1,1,52526.65,0,2/1/2026,1/3/2019
15587581,Russo,785,Germany,Female,33,136624.6,2,1,1,169117.74,0,2/1/2026,12/15/2020
15746190,Payton,624,Spain,Female,28,0,2,0,1,104353.26,0,2/1/2026,8/20/2023
15583303,Monaldo,593,France,Female,29,152265.43,1,1,0,34004.44,0,2/1/2026,4/11/2023
15694296,Chineze,631,France,Male,35,112392.45,2,1,0,24472.23,0,2/1/2026,7/13/2016
15585595,Owens,774,France,Female,28,71264.02,2,0,1,68759.57,0,2/1/2026,4/1/2024
15612187,Morin,547,Germany,Male,32,155726.85,1,1,0,67789.99,0,2/1/2026,5/26/2017
15592300,Mai,543,Spain,Male,35,59408.63,1,1,0,76773.53,0,2/1/2026,2/13/2015
15756850,Golovanov,479,France,Male,40,0,2,0,0,114996.43,0,2/1/2026,9/10/2024
15803136,Postle,416,,Female,41,122189.66,2,1,0,,0,2/1/2026,11/1/2015
15660271,Duncan,688,Germany,Male,26,146133.39,1,1,1,175296.76,0,2/1/2026,6/22/2017
15748473,Curnow,801,France,Male,38,0,2,1,0,66256.27,0,2/1/2026,2/19/2020
15763612,T'an,756,Germany,Male,41,124439.49,2,0,1,47093.11,0,2/1/2026,10/6/2023
15750141,Reichard,721,Germany,Female,36,65253.07,2,1,0,28737.78,0,2/1/2026,12/16/2022
15590228,Greenwalt,715,France,Male,21,76467.16,1,1,1,173511.72,0,2/1/2026,8/11/2019
15687959,Landman,573,Spain,Female,44,0,1,1,1,94862.93,0,2/1/2026,8/13/2021
15570601,Cheng,785,France,Female,47,122031.55,1,1,1,33823.5,1,2/1/2026,1/17/2017
15703399,McNeil,756,France,Female,26,101641.14,2,0,1,154460.68,0,2/1/2026,8/14/2020
15705521,Pisani,548,Germany,Female,33,101084.36,1,1,0,42749.85,0,2/1/2026,1/28/2026
15687946,Osborne,556,France,Female,61,117419.35,1,1,1,94153.83,0,2/1/2026,11/17/2023
15767339,Chiazagomekpere,777,France,Female,53,0,2,1,0,189992.97,0,2/1/2026,3/11/2015
15614220,Benson,750,France,Male,22,0,2,0,1,105125.65,0,2/1/2026,9/8/2020
15754105,Olisanugo,650,France,Male,37,106967.18,1,0,0,24495.03,0,2/1/2026,9/23/2020
15767474,Lorenzo,481,France,Female,57,0,3,1,1,169719.35,1,2/1/2026,10/28/2016
15744517,Esposito,735,Spain,Male,50,0,1,0,0,166677.35,1,2/1/2026,5/17/2016
15768104,Wright,788,Spain,Male,37,141541.25,1,0,0,66013.27,0,2/1/2026,10/9/2017
15759436,Aksenov,758,France,Female,50,95813.76,3,1,1,67944.09,1,2/1/2026,2/7/2023
15774393,Ch'ien,694,,Female,30,0,2,1,1,26960.31,0,2/1/2026,3/13/2016
15762615,Campbell,597,Spain,Female,40,101993.12,1,0,1,94774.12,0,2/1/2026,3/3/2017
15730076,Osborne,651,France,Male,45,0,1,1,0,67740.08,1,2/1/2026,9/11/2024
15689351,Johnson,742,Germany,Female,41,92805.72,1,0,1,73743.95,1,2/1/2026,10/24/2021
15633283,Padovano,536,France,Male,35,0,2,1,0,64833.28,0,2/1/2026,9/5/2017
15627360,Fuller,432,France,Male,42,152603.45,1,1,0,110265.24,1,2/1/2026,7/30/2016
15741336,Ejimofor,715,France,Female,38,118590.41,1,1,1,5684.17,1,2/1/2026,10/4/2020
15623791,Padovesi,632,Spain,Female,40,109740.62,1,1,0,141896.74,0,2/1/2026,10/20/2022
15597930,Wilson,646,France,Male,52,59669.43,1,0,0,172495.81,1,2/1/2026,5/31/2017
15802381,Li,461,Germany,Female,34,63663.93,1,0,1,167784.28,0,2/1/2026,8/15/2020
15625881,Koehler,634,Germany,Male,37,111432.77,2,1,1,167032.49,0,2/1/2026,10/29/2022
15734942,Nnamutaezinwa,539,Germany,Female,38,82407.51,1,1,0,13123.41,0,2/1/2026,9/1/2017
15682541,Hartley,616,Spain,Female,36,132311.71,1,0,0,15462.84,0,2/1/2026,9/9/2019
15767864,Fulton,628,France,Male,33,0,2,0,0,184230.23,0,2/1/2026,2/28/2019
15648800,Paterson,731,Germany,Female,21,132312.06,1,1,0,106663.46,1,2/1/2026,4/11/2017
15742854,Lettiere,640,Spain,Female,46,0,2,1,0,89043.19,0,2/1/2026,7/8/2017
15588446,Udinesi,550,Spain,Male,34,0,2,0,0,131281.28,0,2/1/2026,5/18/2022
15673481,Morton,726,Spain,Female,48,99906.19,1,1,0,64323.24,0,2/1/2026,2/17/2019
15645269,Duncan,583,France,Female,42,0,2,1,0,17439.66,0,2/1/2026,1/5/2022
15596914,Shaw,630,Germany,Female,31,112373.49,2,1,1,131167.98,0,2/1/2026,4/26/2023
15789109,Watson,686,France,Female,41,0,1,1,1,144272.71,1,2/1/2026,6/17/2015
15804602,Boyd,772,Germany,Male,30,99785.28,2,0,0,197238.03,0,2/1/2026,10/14/2019
15574692,Pinto,667,Spain,Female,39,0,2,1,0,40721.24,1,2/1/2026,8/27/2023
15810834,Gordon,525,Spain,Female,57,145965.33,1,1,1,64448.36,0,2/1/2026,10/11/2023
15649423,Cooper,580,France,Female,35,0,2,0,1,10357.03,0,2/1/2026,3/24/2017
15569503,Yeh,765,France,Male,44,0,2,1,1,159899.97,0,2/1/2026,9/23/2019
15737310,Thompson,633,France,Male,29,130206.28,1,1,0,184654.87,0,2/1/2026,12/5/2015
15777922,Afamefuna,629,Spain,Male,36,161757.87,2,1,1,146371.72,0,2/1/2026,4/21/2024
15603830,Palmer,600,Spain,Male,36,0,2,1,0,143635.36,0,2/1/2026,6/16/2021
15586821,Bellew,727,France,Male,28,0,2,0,1,19653.08,0,2/1/2026,9/25/2020
15636999,Mao,414,France,Male,38,0,1,0,1,77661.12,1,2/1/2026,6/28/2017
15581548,Kaodilinakachukwu,637,Spain,Female,22,98800,1,1,0,122865.55,0,2/1/2026,4/7/2020
15602084,Coles,663,France,Female,42,124626.07,1,1,1,78004.5,0,2/1/2026,6/20/2020
15780254,Gartrell,654,France,Male,40,0,1,0,0,183872.88,1,2/1/2026,3/21/2019
15675522,Ko,628,,Female,30,132351.29,2,1,1,74169.13,0,2/1/2026,8/2/2016
15784736,Jamieson,562,France,Male,45,136855.24,1,1,0,46864,0,2/1/2026,4/26/2019
15631240,Dubinina,645,France,Female,36,0,2,1,1,12096.61,1,2/1/2026,4/14/2017
15625759,Rowley,729,France,Male,30,0,2,1,0,151869.35,0,2/1/2026,6/3/2016
15633461,Pai,639,Germany,Male,38,130170.82,1,1,1,149599.62,0,2/1/2026,6/7/2020
15665438,Hs?,669,France,Male,43,163159.85,1,0,1,15602.8,0,2/1/2026,8/2/2024
15568240,Ting,492,Germany,Female,30,77168.87,2,0,1,146700.22,0,2/1/2026,1/19/2016
15566843,Gotch,535,Germany,Male,20,134874.4,1,1,1,118825.56,0,2/1/2026,5/15/2016
15671256,Macartney,850,France,Female,35,211774.31,1,1,0,188574.12,1,2/1/2026,5/3/2024
15729763,Nelson,655,Spain,Male,34,116114.93,1,1,1,49492.15,0,2/1/2026,3/1/2024
15594349,Streeten,850,France,Male,49,122486.47,1,0,1,59748.19,0,2/1/2026,8/4/2020
15650068,Johnson,511,France,Male,58,149117.31,1,1,1,162599.51,0,2/1/2026,10/31/2025
15566091,Thomsen,545,Spain,Female,32,0,1,1,0,94739.2,0,2/1/2026,12/17/2021
15576044,Macdonald,579,Germany,Male,28,150329.15,1,1,0,145558.42,0,2/1/2026,11/26/2019
15637954,Lewis,730,France,Female,35,155470.55,1,1,1,53718.28,0,2/1/2026,7/2/2025
15600821,Hardy,721,France,Male,69,108424.19,1,1,1,178418.35,0,2/1/2026,3/23/2023
15705953,Kodilinyechukwu,721,Spain,Male,51,169312.13,1,1,0,109078.35,1,2/1/2026,3/2/2025
15788539,Foxall,501,France,Female,34,107747.57,1,1,0,9249.36,0,2/1/2026,3/18/2022
15694366,Hou,714,Germany,Male,42,177640.09,1,0,1,47166.55,0,2/1/2026,8/19/2023
15591986,Johnston,621,Germany,Male,46,141078.37,1,0,0,34580.8,1,2/1/2026,5/19/2019
15690182,Kapustin,635,Germany,Male,37,113488.68,1,1,0,95611.74,1,2/1/2026,1/26/2021
15729954,Azuka,586,France,Female,28,0,3,1,0,170487.4,1,2/1/2026,8/26/2020
15576352,Revell,586,Spain,Female,57,0,2,0,1,6057.81,0,2/1/2026,11/8/2022
15673570,Olsen,580,France,Male,37,0,2,0,1,77108.66,0,2/1/2026,10/22/2016
15668886,Blakey,684,Spain,Female,38,0,2,1,0,44255.65,0,2/1/2026,8/25/2022
15611029,Hsiung,488,Germany,Female,33,140002.35,1,1,0,123613.81,0,2/1/2026,8/18/2021
15807045,Milanesi,829,Germany,Female,37,103457.76,1,0,0,1114.12,0,2/1/2026,11/15/2022
15646859,Heydon,621,Germany,Male,47,107363.29,1,1,1,66799.28,0,2/1/2026,11/4/2018
15763171,Hu,650,Germany,Female,25,114330.95,1,1,1,25325.07,0,2/1/2026,12/26/2023
15713644,Marshall,686,Spain,Male,22,0,2,1,0,158974.45,0,2/1/2026,3/23/2020
15681758,Baddeley,525,Spain,Female,25,0,2,1,0,69361.95,0,2/1/2026,11/4/2015
15646513,Spyer,803,France,Male,42,0,1,1,0,196466.83,1,2/1/2026,10/10/2020
15672756,Mills,716,France,Female,35,112808.18,1,0,1,,0,2/1/2026,6/17/2017
15586880,P'eng,594,Germany,Male,41,122545.65,2,1,1,42050.24,0,2/1/2026,10/14/2023
15595766,Watts,527,Spain,Male,37,93722.73,2,1,1,139093.73,0,2/1/2026,12/12/2020
15812917,Kosisochukwu,653,Spain,Male,35,116662.96,2,1,1,23864.21,0,2/1/2026,11/20/2019
15769254,Tuan,757,Germany,Female,34,101861.36,2,0,0,187011.96,0,2/1/2026,6/2/2016
15630402,Nebechukwu,594,France,Female,31,0,1,0,1,5719.11,0,2/1/2026,2/23/2016
15807008,McGregor,614,Germany,Female,35,128100.28,1,0,0,69454.24,1,2/1/2026,3/8/2019
15607837,Muriel,746,France,Female,29,105599.67,1,1,1,43106.17,0,2/1/2026,2/28/2021
15591915,Frolov,533,France,Female,39,0,1,0,1,73669.94,1,2/1/2026,4/24/2023
15597951,Muir,471,France,Female,58,114713.57,1,1,1,36315.03,0,2/1/2026,11/29/2021
15714080,Goliwe,566,Germany,Female,40,97001.36,2,1,0,154486.01,0,2/1/2026,10/14/2023
15709368,Milne,614,France,Female,43,0,2,1,1,109041.53,0,2/1/2026,7/27/2019
15606274,Lori,594,Germany,Male,38,63176.44,2,1,1,14466.08,0,2/1/2026,1/22/2020
15730540,Simpson,794,Spain,Male,45,88656.37,2,1,0,116547.31,0,2/1/2026,12/13/2017
15813303,Rearick,513,Spain,Male,88,0,2,1,1,52952.24,0,2/1/2026,12/29/2015
15689425,Olejuru,687,Spain,Male,35,100988.39,2,1,0,22247.27,0,2/1/2026,10/29/2017
15736069,Hsing,767,Germany,Female,35,132253.22,1,1,0,115566.57,1,2/1/2026,11/3/2019
15609998,Okwudilichukwu,700,Germany,Female,59,137648.41,1,1,0,142977.05,1,2/1/2026,11/17/2020
15651674,Billson,438,Spain,Female,54,0,1,0,0,191763.07,1,2/1/2026,5/10/2023
15662955,Nicholls,697,France,Male,27,141223.68,2,1,0,90591.15,0,2/1/2026,4/12/2017
15620505,Celis,594,Spain,Female,24,97378.54,1,1,1,71405.17,0,2/1/2026,9/19/2025
15684171,Bianchi,660,,Female,61,155931.11,1,1,1,158338.39,0,2/1/2026,6/27/2020
15595440,Kryukova,508,France,Male,49,122451.46,2,1,1,75808.1,0,2/1/2026,11/6/2018
15780128,Ogbonnaya,705,France,Male,33,144427.96,2,1,0,113845.19,0,2/1/2026,9/29/2022
15727868,Onuora,711,France,Female,38,129022.06,2,1,1,14374.86,1,2/1/2026,5/6/2023
15592994,Zikoranachidimma,651,France,Female,65,0,2,1,1,190454.04,0,2/1/2026,4/20/2025
15711889,Mao,668,France,Male,42,150461.07,1,1,0,108139.23,0,2/1/2026,5/6/2022
15730735,Henning,713,France,Male,38,72286.84,2,1,1,26136.89,0,2/1/2026,2/28/2016
15747503,Hayward,705,Spain,Male,44,184552.12,1,1,0,68860.3,1,2/1/2026,5/27/2025
15599722,Chia,609,Spain,Female,43,86053.52,2,1,1,113276.46,1,2/1/2026,10/17/2019
15651369,Wright,626,France,Male,21,0,2,1,0,66232.23,0,2/1/2026,2/6/2024
15782530,Bruce,681,Spain,Male,30,111093.01,1,1,0,68985.99,0,2/1/2026,12/7/2023
15639077,Marchesi,622,France,Female,30,158584.82,3,1,0,142342.55,1,2/1/2026,3/17/2023
15758035,Bateson,747,France,Male,61,155973.13,1,0,1,147554.26,0,2/1/2026,3/19/2018
15612193,Hsia,762,Spain,Male,29,115545.33,2,1,0,148256.43,0,2/1/2026,2/21/2015
