CustomerId,Surname,CreditScore,Geography,Gender,Age,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,baseDate,accountOpeningDate
15566211,Hsu,616,Germany,Female,41,103560.57,1,1,0,236.45,2/1/2026,11/26/2024
15748856,Liang,664,France,Male,32,107209.73,1,1,1,112340.2,2/1/2026,8/19/2015
15798888,Pisano,605,Germany,Female,31,117992.59,1,1,1,183598.77,2/1/2026,6/7/2024
15595135,Solomon,778,Germany,Female,29,123229.46,1,1,0,181221.09,2/1/2026,4/29/2018
15620204,Walker,543,Germany,Female,57,106138.33,2,1,1,120657.32,2/1/2026,12/25/2024
15765902,Gibson,706,Germany,Male,38,163034.82,2,1,1,135662.17,2/1/2026,1/12/2021
15698349,Davy,686,Spain,Female,35,0,2,1,1,159676.55,2/1/2026,12/23/2021
15679299,Shen,726,Spain,Female,27,123826.07,1,0,1,78970.58,2/1/2026,5/9/2018
15721585,Blacklock,628,Germany,Male,29,113146.98,2,0,1,124749.08,2/1/2026,2/10/2022
15704586,Osonduagwuike,758,France,Female,42,0,2,0,1,76209.56,2/1/2026,5/13/2018
15782688,Piccio,625,Germany,Male,56,148507.24,1,1,0,46824.08,2/1/2026,9/22/2025
15717046,Wentworth-Shields,741,Spain,Male,53,0,2,1,1,38913.68,2/1/2026,9/7/2022
15697000,Mello,728,Germany,Male,32,61825.5,1,1,1,156124.93,2/1/2026,2/26/2020
15774098,Grant,701,Germany,Male,38,125385.49,2,0,1,52044.66,2/1/2026,7/8/2022
15764351,Yuryeva,668,Germany,Female,59,120170.07,1,0,1,50454.8,2/1/2026,2/22/2020
15654238,Jen,673,France,Female,40,137494.28,1,1,0,81753.92,2/1/2026,1/14/2021
15676966,Capon,730,Spain,Male,42,0,2,0,1,85982.47,2/1/2026,10/4/2021
15776605,Bradley,528,,Male,36,0,2,1,0,60536.56,2/1/2026,12/17/2018
15739803,Lucciano,686,Spain,Male,34,0,2,1,0,127569.8,2/1/2026,3/7/2016
15776433,Greco,730,Spain,Male,62,0,2,1,1,186489.95,2/1/2026,7/15/2023
15571778,Trentini,817,France,Female,55,117561.49,1,1,0,95941.55,2/1/2026,8/7/2015
15794278,Romani,816,Spain,Male,67,151858.98,1,1,1,72814.31,2/1/2026,11/8/2019
15812628,Dodd,453,Germany,Female,38,120623.21,1,1,0,129697.99,2/1/2026,6/2/2017
15626578,Milne,622,France,Male,26,0,2,1,1,153237.59,2/1/2026,2/14/2016
15633531,Lavrov,717,France,Female,76,138489.66,1,1,1,68400.14,2/1/2026,8/9/2016
15594862,Aleksandrova,552,France,Male,36,0,2,0,0,132547.02,2/1/2026,3/21/2017
15605918,Padovesi,635,Germany,Male,43,78992.75,2,0,0,153265.31,2/1/2026,3/20/2020
15622993,Boyd,709,Germany,Male,28,124695.72,2,1,0,145251.35,2/1/2026,10/12/2017
15656912,Aitken,649,Spain,Male,51,0,1,1,1,150390.57,2/1/2026,4/10/2021
15726354,Smith,688,France,Female,32,123157.95,1,1,0,172531.23,2/1/2026,5/3/2019
15585367,Diribe,555,Germany,Female,46,120392.99,1,1,0,177719.88,2/1/2026,10/9/2021
15780038,Paterson,756,Spain,Male,38,119208.85,1,1,0,169763.89,2/1/2026,9/29/2019
15585047,Onyemere,715,France,Male,28,160376.61,1,0,0,196853.11,2/1/2026,3/7/2018
15772601,Lu,845,Germany,Female,41,81733.74,2,0,0,199761.29,2/1/2026,12/20/2023
15619280,Uspensky,683,France,Male,25,0,2,1,0,152698.24,2/1/2026,7/14/2021
15600781,Wu,699,Germany,Male,34,185173.81,2,1,0,120834.48,2/1/2026,8/24/2021
15613749,Lees,569,Spain,Male,34,151839.26,1,1,0,102299.81,2/1/2026,8/25/2025
15746594,Wu,732,Spain,Male,33,0,1,1,0,119882.7,2/1/2026,11/15/2017
15739189,Johnson,561,Spain,Female,33,0,2,1,0,45261.47,2/1/2026,7/9/2019
15771483,Arnold,609,France,Male,40,0,2,1,1,97416.34,2/1/2026,5/13/2019
15682600,Lo,620,Germany,Male,39,159492.79,1,1,0,80582.34,2/1/2026,10/7/2016
15591123,Iredale,557,Germany,Male,68,100194.44,1,1,1,38596.34,2/1/2026,1/31/2024
15756680,Phillips,667,France,Male,28,165798.1,1,1,0,147090.9,2/1/2026,1/10/2020
15672132,Butusov,695,France,Female,42,121453.63,1,0,0,46374.64,2/1/2026,7/11/2018
15600575,Padovano,802,Spain,Male,41,0,2,1,0,47322.05,2/1/2026,7/6/2019
15797010,Shen,649,France,Female,31,0,2,1,0,15200.61,2/1/2026,7/30/2023
15807432,Cheng,645,Germany,Female,37,136925.09,2,0,1,153400.24,2/1/2026,5/5/2023
15790659,Sheets,701,Spain,Male,59,0,2,0,1,27597.59,2/1/2026,4/30/2018
15647782,Brown,729,Germany,Male,36,152899.24,2,1,0,177130.33,2/1/2026,7/18/2017
15583364,McGregor,476,France,Female,32,111871.93,1,0,0,112132.86,2/1/2026,6/4/2019
15772423,Liao,739,Germany,Male,54,126418.14,1,1,0,134420.75,2/1/2026,9/9/2017
15805062,Lynton,667,Spain,Male,38,87202.38,1,1,1,77866.91,2/1/2026,7/14/2024
15631072,Huie,690,France,Male,38,94456,2,0,1,55034.02,2/1/2026,1/28/2025
15793726,Matveyeva,681,France,Female,79,0,2,0,1,170968.99,2/1/2026,3/29/2025
15735246,Norman,798,Spain,Female,58,0,2,0,0,119071.56,2/1/2026,7/21/2016
15701265,Tretiakov,559,Germany,Female,36,104356.94,2,0,1,54184.06,2/1/2026,1/19/2025
15596800,Hill,779,Germany,Male,33,158456.76,1,1,1,197000.92,2/1/2026,4/28/2024
15671969,Pruneda,649,Spain,Male,36,0,2,1,0,161668.15,2/1/2026,5/8/2017
15684042,Blair,636,Germany,Male,34,40105.51,2,0,1,53512.16,2/1/2026,2/10/2023
15670374,Wright,819,Germany,Female,49,120656.86,4,0,0,166164.3,2/1/2026,10/18/2024
15680970,Lombardi,611,Germany,Female,41,114206.84,1,1,0,164061.6,2/1/2026,3/9/2023
15740476,Tsao,659,Germany,Female,32,150923.74,2,0,1,174652.51,2/1/2026,10/13/2022
15631912,T'ao,840,France,Male,30,136291.71,1,1,0,54113.38,2/1/2026,8/28/2017
15627352,Bulgakov,459,Germany,Male,46,110356.42,1,1,0,4969.13,2/1/2026,4/11/2018
15812007,Power,670,Spain,Male,25,0,2,1,1,78358.94,2/1/2026,3/16/2019
15671609,Ibeabuchi,701,France,Male,44,0,2,1,0,23425.78,2/1/2026,7/14/2018
15586243,Yobachi,667,France,Male,44,122277.87,1,1,1,91810.71,2/1/2026,12/9/2017
15679249,Chou,351,Germany,Female,57,163146.46,1,1,0,169621.69,2/1/2026,3/10/2021
15659843,Li,643,France,Female,46,0,2,0,0,106781.59,2/1/2026,10/25/2019
15719809,Endrizzi,516,Germany,Male,32,145166.09,2,0,0,111421.45,2/1/2026,9/6/2022
15802351,Beers,755,Germany,Female,33,90560.3,2,1,1,42607.69,2/1/2026,5/17/2019
15715003,Ko,625,Spain,Female,49,80816.45,1,1,1,20018.79,2/1/2026,11/5/2023
15725679,Hsia,531,France,Female,47,0,1,0,0,194998.34,2/1/2026,2/7/2019
15587421,Tsai,687,Germany,Female,34,111388.18,2,1,0,,2/1/2026,7/10/2018
15679410,Caldwell,729,France,Female,62,140549.4,1,1,0,30990.16,2/1/2026,6/13/2021
15781989,Drake-Brockman,733,France,Male,42,120094.93,1,1,0,184056.45,2/1/2026,7/6/2016
15669922,Conti,530,Spain,Female,36,0,2,1,1,14721.8,2/1/2026,11/8/2023
15711398,Fetherstonhaugh,525,France,Female,25,0,2,1,0,89566.64,2/1/2026,8/27/2019
15629323,Kelechi,617,Germany,Female,37,116471.43,2,1,0,175324.74,2/1/2026,10/26/2021
15592116,Jensen,585,France,Female,39,0,2,1,0,2401.26,2/1/2026,5/5/2018
15655794,Hanna,620,France,Male,36,0,2,1,1,145937.99,2/1/2026,5/6/2017
15812338,Sopuluchukwu,485,Spain,Female,30,0,1,1,0,107067.37,2/1/2026,11/21/2018
15733876,Schneider,667,France,Male,36,0,2,1,1,40062.29,2/1/2026,6/8/2016
15779947,Thomas,363,Spain,Female,28,146098.43,3,1,0,,2/1/2026,1/8/2020
15629448,Brady,632,Spain,Male,38,120599.21,1,1,0,92816.86,2/1/2026,8/16/2024
15659475,Chung,597,France,Female,33,135703.59,2,0,0,74850.84,2/1/2026,6/26/2019
15803716,West,706,Spain,Male,28,0,2,0,1,181543.67,2/1/2026,8/3/2022
15782569,Stout,687,France,Female,72,0,1,0,1,69829.4,2/1/2026,3/12/2016
15685329,McKenzie,531,France,Female,63,114715.71,1,0,1,24506.95,2/1/2026,7/9/2024
15576313,Wei,486,Germany,Female,40,71340.09,1,1,0,76192.21,2/1/2026,11/13/2016
15813168,Maslova,756,Germany,Female,39,100717.85,3,1,1,73406.04,2/1/2026,5/11/2022
15585835,Lord,655,Spain,Female,34,109783.69,2,1,0,134034.32,2/1/2026,11/4/2021
15797733,Udobata,503,Germany,Male,30,136622.55,2,0,0,47310.24,2/1/2026,3/16/2015
15693814,Niu,806,Spain,Male,25,0,2,1,0,18461.9,2/1/2026,7/2/2018
15727281,Macintyre,653,France,Female,27,0,2,1,0,96429.29,2/1/2026,6/4/2016
15596060,Skinner,498,Spain,Male,29,127864.26,1,1,1,46677.9,2/1/2026,1/19/2018
15706186,McKenzie,640,Germany,Male,33,81677.22,2,0,0,,2/1/2026,12/6/2017
15627801,Ginikanwa,512,Spain,Male,33,176666.62,1,1,0,94670.77,2/1/2026,12/10/2022
15729832,Cheng,658,France,Male,29,145512.84,1,1,0,20207.02,2/1/2026,11/10/2022
15704629,Wright,582,France,Female,32,116409.55,1,0,1,152790.92,2/1/2026,3/6/2024
15679024,Udinesi,553,France,Male,32,116324.53,1,1,0,77304.49,2/1/2026,3/20/2022
15602551,Johnson,667,Spain,Male,39,0,2,1,0,68873.8,2/1/2026,12/8/2016
15600879,Parsons,554,Germany,Female,36,157780.93,2,1,0,6089.13,2/1/2026,5/19/2022
15796721,Nnamutaezinwa,778,France,Male,38,145018.49,2,1,1,126702.41,2/1/2026,6/9/2022
15719377,Cocci,804,France,Female,50,0,1,1,1,8546.87,2/1/2026,3/7/2021
15590820,Ecuyer,699,Spain,Male,26,79932.41,1,0,0,150242.44,2/1/2026,5/12/2019
15710161,Ko,850,France,Female,34,0,2,1,1,171706.66,2/1/2026,12/30/2023
15615032,Peng,624,Spain,Male,46,0,2,1,1,62825.03,2/1/2026,11/10/2022
15589805,Benson,563,France,Female,34,139810.34,1,1,1,152417.79,2/1/2026,7/23/2019
15744919,Genovese,734,Spain,Female,37,152760.24,1,1,1,48990.5,2/1/2026,8/5/2025
15712849,Tung,632,Germany,Male,41,126550.7,1,0,0,177644.52,2/1/2026,12/18/2022
15689176,Fabro,663,France,Male,46,0,2,0,1,176276.1,2/1/2026,6/1/2022
15782735,Chukwuemeka,626,France,Female,35,0,1,0,0,80190.36,2/1/2026,3/12/2022
15683544,Buccho,626,Spain,Male,62,0,1,1,1,65010.74,2/1/2026,1/24/2023
15700223,Steiner,806,France,Male,48,164701.68,1,1,1,21439.49,2/1/2026,8/24/2021
15719352,Davidson,754,Spain,Male,39,170184.99,2,1,0,89593.26,2/1/2026,11/30/2019
15762138,Hu,608,France,Male,42,0,2,1,0,178504.29,2/1/2026,9/7/2020
15631201,Hill,472,Spain,Female,28,0,2,1,0,1801.77,2/1/2026,3/9/2021
15768244,Macleod,538,Spain,Female,30,0,2,1,1,41192.95,2/1/2026,4/16/2017
15742238,Dellucci,705,Germany,Male,35,136496.12,2,1,0,116672.02,2/1/2026,1/16/2022
15766374,Leak,632,Germany,Male,42,119624.6,2,1,1,195978.86,2/1/2026,10/24/2021
15700255,Robson,814,Germany,Male,44,95488.82,2,0,0,107013.59,2/1/2026,6/30/2017
15745012,Pettit,653,France,Female,43,0,2,1,1,7330.59,2/1/2026,6/25/2019
15742229,Mackay,583,France,Male,59,127450.14,1,0,1,67552.71,2/1/2026,8/14/2018
15645621,Hunter,811,Spain,Male,44,0,2,0,1,78439.73,2/1/2026,4/2/2022
15651063,Ifeatu,524,Germany,Female,37,127480.58,2,1,0,,2/1/2026,2/15/2016
15792660,Gibbons,614,France,Male,38,116248.88,1,1,0,105140.92,2/1/2026,6/27/2023
15676715,Madukaego,640,France,Male,68,0,2,1,1,199493.38,2/1/2026,3/4/2016
15637240,Wei,541,France,Male,46,124547.13,2,1,0,94499.06,2/1/2026,9/22/2021
15605447,Palermo,752,France,Male,49,78653.84,1,1,0,7698.6,2/1/2026,12/14/2023
15683677,Schiavone,769,Spain,Male,39,0,1,1,1,47722.79,2/1/2026,2/25/2016
15688963,Ingram,731,France,Female,52,0,1,1,1,24998.75,2/1/2026,5/15/2015
15633930,Yobachukwu,648,Spain,Female,56,157559.59,2,1,0,140991.23,2/1/2026,7/13/2019
15679909,Pugliesi,665,Spain,Male,41,0,2,1,0,132152.32,2/1/2026,12/24/2017
15644753,Hung,848,Spain,Male,40,110929.96,1,1,1,,2/1/2026,1/21/2023
15571221,Bergamaschi,747,Germany,Male,58,116313.57,1,1,1,190696.35,2/1/2026,2/9/2018
15813917,Kirk,653,Germany,Male,31,143321.97,1,1,0,83679.46,2/1/2026,1/14/2017
15583049,Wallace,643,Germany,Female,34,160426.07,1,0,1,188533.11,2/1/2026,8/26/2018
15685109,Teng,689,France,Male,39,0,2,0,0,14917.09,2/1/2026,3/12/2018
15608230,Hoelscher,667,France,Male,23,0,2,1,0,91573.19,2/1/2026,11/5/2024
15639946,Sazonova,597,Germany,Female,39,162532.14,3,1,0,36051.46,2/1/2026,8/24/2017
15657214,Hsia,601,France,Male,74,0,2,0,1,51554.58,2/1/2026,9/24/2023
15604482,Chiemezie,850,Spain,Male,30,141040.01,1,1,1,5978.2,2/1/2026,5/1/2023
15591577,Moran,584,France,Male,35,146311.58,1,1,1,105443.47,2/1/2026,5/8/2022
15809286,Burke,631,Germany,Male,37,138292.64,2,0,0,152422.91,2/1/2026,6/19/2017
15787318,Holmwood,537,Germany,Female,47,103163.35,1,1,0,16259.64,2/1/2026,9/18/2019
15771211,Perkins,668,France,Male,38,86977.96,1,0,1,37094.75,2/1/2026,9/11/2015
15815660,Mazzi,758,France,Female,34,154139.45,1,1,1,60728.89,2/1/2026,9/3/2024
15785519,May,565,France,Male,36,106192.1,1,1,0,149575.59,2/1/2026,8/21/2019
15807595,Ijendu,485,Germany,Male,51,144244.59,2,1,0,51113.14,2/1/2026,9/1/2018
15790379,Rowe,629,Germany,Male,28,108601,1,1,1,,2/1/2026,10/6/2017
15582797,Ch'iu,685,Spain,Male,35,137948.51,1,1,0,113639.64,2/1/2026,12/15/2021
15635972,Lloyd,484,Spain,Male,36,0,2,1,0,186136.48,2/1/2026,11/14/2017
15684999,Ch'eng,850,France,Female,26,62610.96,2,0,1,179365.1,2/1/2026,4/5/2021
15716324,Ignatieff,665,France,Female,23,143672.9,1,1,1,115147.33,2/1/2026,12/25/2016
15750466,Rhodes,790,Germany,Male,42,85839.62,1,1,0,198182.73,2/1/2026,6/29/2024
15578799,Anayolisa,625,France,Female,58,53772.73,1,1,1,192072.1,2/1/2026,6/1/2015
15732175,Bruno,776,France,Male,37,0,1,0,1,8065,2/1/2026,1/13/2024
15617518,Hu,675,Germany,Male,36,89409.95,1,1,1,149399.7,2/1/2026,10/14/2018
15709324,Bruce,417,France,Male,34,0,2,1,0,55003.79,2/1/2026,4/6/2018
15689294,Onyemaechi,705,Germany,Male,44,105934.96,1,1,0,82463.69,2/1/2026,9/25/2022
15747591,Chung,665,Spain,Female,40,173432.55,1,0,1,,2/1/2026,10/3/2024
15626900,Kung,427,France,Male,29,141325.56,1,1,1,93839.3,2/1/2026,7/26/2024
15725997,She,660,France,Female,35,100768.77,1,1,0,19199.61,2/1/2026,11/13/2019
15726931,Onwumelu,715,France,Female,41,56214.85,2,0,0,92982.61,2/1/2026,2/23/2017
15761986,Obialo,439,Spain,Female,32,138901.61,1,1,0,75685.97,2/1/2026,4/9/2022
15603134,Pai,656,Spain,Female,40,167878.5,1,0,1,151887.16,2/1/2026,12/6/2015
15743040,Kuznetsova,724,Germany,Male,41,127892.57,2,0,1,199645.45,2/1/2026,12/9/2023
15683625,Hare,703,France,Male,37,149762.08,1,1,0,20629.4,2/1/2026,8/29/2024
15759317,Vasilieva,748,Germany,Female,27,90971.85,1,1,1,131662.47,2/1/2026,1/27/2024
15669656,Macdonald,632,France,Male,32,111589.33,1,1,1,170382.99,2/1/2026,9/13/2019
15812750,Ozioma,591,France,Male,24,147360,1,1,1,25310.82,2/1/2026,2/8/2019
15753332,Loftus,401,Germany,Male,48,128140.17,1,1,0,175753.55,2/1/2026,10/29/2017
15615624,De Salis,605,France,Female,28,0,2,0,0,159508.52,2/1/2026,9/29/2019
15614934,McEwan,625,Germany,Female,37,142711.81,1,1,0,35625.41,2/1/2026,7/8/2021
15645511,Chukwudi,727,Spain,Male,43,97403.18,1,1,1,107415.02,2/1/2026,11/28/2023
15621083,Douglas,698,France,Male,57,136325.48,2,1,1,72549.27,2/1/2026,8/19/2019
15615020,Nnaife,595,Germany,Female,41,150463.11,2,0,1,81548.38,2/1/2026,8/10/2016
15741385,Gallop,710,Germany,Male,45,108231.37,1,1,1,188574.08,2/1/2026,8/2/2016
15683195,Ubanwa,719,France,Male,32,146605.27,1,1,1,77119.45,2/1/2026,4/29/2016
15806688,Manfrin,726,Spain,Female,56,123110.9,3,0,1,130113.78,2/1/2026,1/13/2018
15781034,Mason,796,Spain,Male,67,0,2,0,1,54871.02,2/1/2026,10/22/2020
15689044,Humphries,539,France,Male,37,127609.59,1,1,0,98646.22,2/1/2026,10/16/2023
15683841,Hamilton,555,,Male,41,113270.2,2,1,1,185387.14,2/1/2026,9/4/2015
15809100,Nucci,548,France,Female,32,172448.77,1,1,0,188083.77,2/1/2026,10/6/2023
15755638,Mancini,673,France,Female,43,168069.73,1,1,1,146992.24,2/1/2026,6/26/2020
15613712,Boag,634,Spain,Male,34,0,2,1,0,61995.57,2/1/2026,3/17/2024
15708916,Paterson,587,France,Male,38,0,2,1,0,47414.15,2/1/2026,11/25/2025
15705890,Nebechukwu,674,France,Male,45,142072.02,1,1,0,37013.29,2/1/2026,3/30/2018
15656726,Ch'ien,771,France,Male,32,62321.62,1,1,1,40920.59,2/1/2026,7/25/2020
15609618,Fanucci,721,Germany,Male,28,154475.54,2,0,1,101300.94,2/1/2026,10/3/2016
15682618,Jamieson,535,France,Female,31,111855.04,2,1,1,36278.89,2/1/2026,11/6/2018
15687477,Thompson,594,Germany,Male,28,185013.02,1,1,0,16481.12,2/1/2026,11/16/2020
15713608,Tuan,850,France,Female,41,0,2,1,1,34827.43,2/1/2026,4/25/2020
15583576,Tai,671,France,Male,30,0,1,0,1,102057.86,2/1/2026,9/12/2023
15602312,Walkom,605,Spain,Male,33,150092.8,1,0,0,71862.79,2/1/2026,8/3/2020
15792328,James,475,France,Male,39,0,1,1,1,56999.9,2/1/2026,10/13/2019
15765806,Wu,492,France,Male,29,144591.96,1,1,1,196293.76,2/1/2026,1/3/2025
15807609,Yuan,650,Spain,Female,25,86605.5,3,1,0,16649.31,2/1/2026,11/24/2022
15628170,Brown,565,Germany,Female,32,68067.24,1,1,0,143287.58,2/1/2026,10/18/2016
15740104,Tuan,425,Spain,Female,22,169649.73,2,0,1,136365,2/1/2026,6/24/2018
15641655,Black,700,France,Female,26,0,2,0,0,50051.42,2/1/2026,9/23/2023
15815626,Oluchi,640,France,Male,63,68432.45,2,1,1,112503.24,2/1/2026,7/20/2023
15776231,Kent,626,Germany,Male,35,88109.81,1,1,1,32825.5,2/1/2026,9/15/2021
15675328,Knight,449,France,Female,37,0,2,1,0,82176.48,2/1/2026,11/29/2019
15658169,Cook,778,Spain,Female,47,127299.34,2,1,0,124694.99,2/1/2026,4/4/2019
15628203,Pai,637,France,Female,38,104339.56,1,0,0,119882.86,2/1/2026,12/12/2022
15592877,Wright,641,Spain,Male,42,132657.55,1,1,0,35367.19,2/1/2026,11/19/2016
15730830,Dale,752,France,Female,30,0,2,1,1,104991.28,2/1/2026,12/20/2022
15735203,Seleznyov,654,Germany,Female,32,114510.85,1,1,1,126143.23,2/1/2026,9/14/2024
15788291,Okwuadigbo,713,Germany,Female,38,144606.22,1,1,1,56594.36,2/1/2026,3/15/2018
15723339,Chin,554,France,Female,38,137654.05,2,1,1,172629.67,2/1/2026,6/17/2021
15634262,Fantin,709,Germany,Male,34,148375.19,2,1,1,21521.38,2/1/2026,7/19/2021
15617866,Calabrese,657,Spain,Male,67,119785.47,2,1,1,107534.32,2/1/2026,3/2/2020
15651983,Fang,591,France,Female,56,128882.49,1,1,1,196241.94,2/1/2026,7/9/2016
15685320,Johnstone,767,France,Male,36,139180.2,1,0,0,123880.19,2/1/2026,1/29/2023
15755196,Lavine,834,France,Female,49,131394.56,1,0,0,194365.76,2/1/2026,4/2/2023
15777576,Frost,559,Spain,Female,40,139129.44,1,0,1,32635.54,2/1/2026,12/25/2020
15647301,Bray,549,Germany,Female,45,143734.01,2,1,1,,2/1/2026,7/23/2022
15694200,Gardner,693,France,Male,36,178111.82,1,0,0,58719.63,2/1/2026,7/18/2017
15732476,Ifeanyichukwu,600,France,Female,27,0,2,0,1,125698.97,2/1/2026,2/16/2022
15661670,Chidozie,524,Germany,Female,31,107818.63,1,1,0,199725.39,2/1/2026,5/13/2017
15776824,Rossi,714,France,Male,28,122724.37,1,1,1,67057.27,2/1/2026,12/9/2019
15723250,Teng,519,France,Male,42,0,2,1,1,101485.72,2/1/2026,6/2/2017
15696098,Palermo,498,France,Female,31,0,2,1,0,13892.57,2/1/2026,4/26/2015
15702789,Carter,548,Germany,Male,32,175214.71,1,1,1,155165.61,2/1/2026,4/29/2020
15636089,Hs?,678,Germany,Female,51,145751.03,1,0,0,109718.44,2/1/2026,5/14/2024
15812982,Francis,509,Spain,Male,38,0,1,0,0,168460.12,2/1/2026,5/10/2023
15814035,Lawrence,601,France,Male,29,0,1,1,1,80393.27,2/1/2026,2/16/2016
15648735,Cashin,718,France,Male,37,0,2,1,1,142.81,2/1/2026,1/25/2018
15678626,Okonkwo,538,Spain,Female,31,0,2,0,0,179453.66,2/1/2026,8/20/2025
15620507,Siciliani,485,Germany,Female,30,156771.68,1,1,1,141148.21,2/1/2026,8/10/2020
15756901,Ch'ang,641,France,Female,26,91547.84,2,0,1,28157.34,2/1/2026,5/9/2021
15687752,Griffin,641,France,Male,30,87505.47,2,0,1,7278.57,2/1/2026,2/12/2023
15688619,Scott,718,Spain,Male,45,105266.32,2,1,1,193724.51,2/1/2026,7/27/2022
15780144,Tisdall,512,Germany,Female,32,123403.85,2,1,0,80120.19,2/1/2026,11/5/2023
15703588,Palerma,665,Germany,Male,25,153611.83,2,1,0,35321.65,2/1/2026,2/27/2020
15649523,Kennedy,581,France,Male,38,0,2,1,0,46176.22,2/1/2026,11/23/2024
15755223,Tseng,692,Germany,Male,53,150926.99,2,0,0,119817.19,2/1/2026,5/30/2018
15660316,Stephenson,420,Germany,Female,34,135549.9,1,0,0,149471.13,2/1/2026,4/19/2024
15733974,Mao,500,Spain,Male,37,125822.21,1,1,0,111698,2/1/2026,7/10/2016
15623944,T'ien,511,Spain,Female,66,0,1,1,0,1643.11,2/1/2026,10/20/2021
15616380,Wheeler,803,Spain,Female,37,0,2,0,0,7455.2,2/1/2026,9/22/2024
15775912,Mazzanti,698,France,Male,48,101238.24,2,0,1,177815.87,2/1/2026,12/13/2021
15666043,Mackey,520,France,Male,33,156297.58,2,1,1,166102.61,2/1/2026,1/2/2022
15725818,Chibuzo,583,Germany,Male,40,107041.3,1,1,1,5635.63,2/1/2026,2/14/2021
15591607,Fernie,770,France,Male,24,101827.07,1,1,0,167256.35,2/1/2026,6/1/2016
15724443,Taylor,703,Germany,Female,29,122084.63,1,0,1,82824.08,2/1/2026,6/23/2022
15677871,Cocci,687,France,Male,38,122570.87,1,1,1,35608.88,2/1/2026,10/25/2016
15597909,Johnstone,652,Germany,Male,33,128135.99,1,1,0,158437.73,2/1/2026,2/12/2018
15780846,Redding,787,France,Male,33,126588.81,2,0,1,62163.53,2/1/2026,5/15/2024
15586993,Giordano,655,Spain,Female,56,0,2,1,1,41782.7,2/1/2026,4/23/2020
15751208,Pirozzi,684,Spain,Male,56,78707.16,1,1,1,99398.36,2/1/2026,5/22/2017
15676895,Cattaneo,547,Germany,Female,39,74596.15,3,1,1,85746.52,2/1/2026,6/2/2019
15725039,McIntyre,702,Spain,Male,32,71667.74,1,1,1,126082.18,2/1/2026,8/12/2017
15757811,Lloyd,732,Spain,Female,69,137453.43,1,0,1,110932.24,2/1/2026,2/29/2016
15739131,Whitworth,718,Germany,Male,28,65643.3,1,1,0,28760.99,2/1/2026,5/6/2021
15602034,Kolesnikov,697,France,Female,34,126558.92,1,1,0,73334.43,2/1/2026,9/17/2023
15706647,Jordan,761,France,Male,31,0,3,1,1,166698.18,2/1/2026,1/6/2019
15625623,Stevenson,567,France,Female,45,0,2,0,1,121053.19,2/1/2026,7/10/2021
15573741,Aliyeva,698,Spain,Male,38,95010.92,1,1,1,105227.86,2/1/2026,10/2/2015
15634891,Jamison,504,Germany,Female,43,102365.49,1,1,0,194690.77,2/1/2026,4/19/2018
15764866,Synnot,539,Germany,Female,43,116220.5,3,1,0,55803.96,2/1/2026,2/22/2022
15681206,Hsing,722,France,Female,49,168197.66,1,1,0,140765.57,2/1/2026,12/12/2022
15746726,Doyle,438,Germany,Male,31,78398.69,1,1,0,44937.01,2/1/2026,9/23/2017
15681843,Barbour,624,Germany,Female,35,180303.24,2,1,0,163587.9,2/1/2026,8/22/2025
15667521,Crawford,631,France,Female,22,0,2,0,0,30781.77,2/1/2026,6/7/2022
15780804,Nucci,482,France,Male,55,97318.25,1,0,1,78416.14,2/1/2026,12/9/2020
15640627,Wan,611,Spain,Male,34,0,2,1,0,170950.58,2/1/2026,11/27/2021
15645248,Ho,510,France,Female,30,0,2,1,1,130553.47,2/1/2026,8/28/2025
15668669,Benson,423,France,Female,36,97665.61,1,1,0,118372.55,2/1/2026,8/5/2020
15574167,Fox,665,France,Male,33,101286.11,1,1,1,159840.51,2/1/2026,11/18/2023
15713378,Brownless,711,France,Male,38,0,2,0,0,53311.78,2/1/2026,12/6/2015
15625080,Parkin,745,Spain,Female,54,0,1,1,0,173912.29,2/1/2026,3/25/2017
15670753,Uvarova,614,Spain,Male,35,127283.78,1,1,1,31302.35,2/1/2026,7/31/2023
15745621,Wertheim,640,Spain,Female,32,118879.35,2,1,1,19131.71,2/1/2026,10/30/2019
15746708,Ritchie,589,Germany,Male,55,119961.48,1,1,0,65156.83,2/1/2026,11/3/2018
15594864,Huang,752,Germany,Male,30,81523.38,1,1,1,36885.85,2/1/2026,9/2/2021
15762169,Bergman,556,Germany,Male,37,145018.64,2,1,0,90928.02,2/1/2026,8/5/2016
15812191,Brennan,553,France,Male,33,118082.89,1,0,0,94440.45,2/1/2026,12/8/2021
15710404,Chinwendu,569,France,Male,35,124525.52,1,1,1,193793.78,2/1/2026,10/3/2015
15715527,Freeman,543,Spain,Female,41,0,1,0,0,194902.16,2/1/2026,1/22/2022
15732674,Fennell,443,Spain,Male,36,70438.01,2,0,1,56937.43,2/1/2026,3/31/2019
15769064,Marshall,537,Germany,Male,39,135309.36,1,1,0,31728.86,2/1/2026,4/1/2022
15780954,Cran,582,Spain,Male,26,65848.36,2,1,0,30149.21,2/1/2026,5/21/2021
15688074,Gregory,802,Germany,Male,31,125013.72,1,1,1,187658.09,2/1/2026,3/2/2024
15804394,Brenan,663,Germany,Male,32,130627.66,1,1,0,47161.25,2/1/2026,9/23/2017
